Material,Substitutions,Tc (K),Pressure (GPa),Classes,Shape,Substrate,DOI
Mg C Ni 2.9 Co 0.1,{},7.29,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.75 Dy 0.25 Ni 2 B 2 C,{},12.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.885 Ca 0.115 Cu O 4,{},23.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Co 0.5 Fe 0.5 U 6,{},3.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y In 0.75 Pb 2.25,{},1.94,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ho Ba Sr Cu 3 O 6.94,{},79.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rh 3 Bi 14,{},2.94,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hf 0.05 Rh 0.04 Ti 0.91,{},1.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cr 0.74 Re 0.26,{},3.12,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb 2 Sr 2 Eu 0.7 Ca 0.3 Cu 3 O 8.1,{},73.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Er 0.76 Ca 0.24 Ba 2 Cu 2.76 Co 0.24 O 6.92,{},84.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 2 Sr 2 Ca 0.5 Pr 0.5 Cu 2 O 8.329,{},5.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm La 0.8 Sr 0.2 Cu O 4,{},24.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 3 Rh 0.5 Pt 0.5,{},6.25,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg 0.85 Re 0.15 Ba 2 Cu O 4.58,{},34.85,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Ba 1.1 Ca 0.9 Cu 3 O 7.02,{},75.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg Ba 2 Cu O 4.21,{},80.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
V 50 Ti 45 Mo 5,{},6.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.82 Ni 0.18 O 7,{},68.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ni 2 As 2 Sr 4 Sc 2 O 6,{},2.75,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 2 Sr 1.6 La 0.4 Cu O 6.32,{},23.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Eu Ba 2 Cu 3 O 6.82,{},94.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pr Os 3.4 Ru 0.6 Sb 12,{},1.53,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 2 Sn 5,{},5.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg B 1.89 C 0.11,{},33.85,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 2.97 Zr 0.03 Al,{},17.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ge Te,{},0.178,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Th Tl 3,{},0.87,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba Sr Cu 2.85 Sn 0.15 O 7.062,{},63.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rh 0.35 V 0.65,{},1.075,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba Bi 3,{},5.745,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd 0.95 Pr 0.05 Ba 2 Cu 3 O 6.65,{},26.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y La 0.2 Ba 1.8 Cu 3 O 7.64,{},88.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.96 Re 0.04,{},0.142,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.68 Fe 0.32 O 6.999,{},26.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al Ce 0.01 La 3,{},3.92,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nd 1.85 Ce 0.15 Cu 0.99 Zn 0.01 O 4,{},15.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 0.865 Re 0.135,{},6.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 1.85 Cu Cl 2 O 2,{},30.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rb 0.33 Ta S 2,{},3.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.9 K 0.1 Ti 2 Sb 2 O,{},5.13,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al 0.2 Si 0.8 V 3,{},15.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pr 1.86 Ce 0.14 Cu O 4,{},19.35,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Na 0.2 Ba 6 Si 46,{},4.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Ba Ca Cu 2.8 Ni 0.2 O 6.837,{},30.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rb 0.27 W O 3,{},1.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.9 Fe 0.1 O 7,{},80.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tc,{},7.794166667,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu 1.92 Sc 0.08 Ir 3 Si 5,{},3.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Co In 4.97 Sn 0.03,{},1.86,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.94 Pt 0.06 Te 2,{},2.69,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu 0.81 Gd 0.19 Ni 2 B 2 C,{},6.155,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo Te 2,{},0.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hg 0.9 Re 0.1 Ba 2 Cu O 4.41,{},94.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 2 Sr 2 Ca Cu 2 O 8.17,{},85.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ho Rh 3.4 Ru 0.6 B 4,{},6.14,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr Ga 0.55 Si 1.45,{},3.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg Co Ni 2.94 Co 0.06,{},6.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.95 Ti 0.05,{},9.41,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr 0.86 Nd 0.14 Cu O 2,{},37.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 6 Se 5 Cl 3,{},5.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tm Ba 2 Cu 3 O 6.49,{},50.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 6.3 Pb S 6 Se 2,{},5.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.3 K 0.7 Fe 2 As 2,{},19.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
V 2.7 Ru 0.3 Si,{},2.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr Pd 1.99 Pt 0.01 Ge 2,{},2.82,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba Fe 1.808 Rh 0.192 As 2,{},17.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba Sr Cu 3 O 6.899,{},80.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al Nb 2.7 V 0.3,{},15.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Au 0.2 Ga 0.8,{},1.587,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 0.7 Nd 0.3 Ba La Cu 3 O 7.04,{},73.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 1.9 Sr 0.1 Cu 3 O 6.89,{},89.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.75 Mo 0.25,{},0.13,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.5 Cd 0.5 Ba 2 Cu 3 O 7,{},93.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 25 Ti 10 Zr 65,{},7.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 4 O 7.986,{},79.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 0.4 Re 0.6,{},6.245,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hf P 1.5 S 0.5,{},4.97,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 2.5 Ca Ba 2.5 Cu 6 O 14.146,{},79.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr 0.8 Eu 0.2 Fe 1.78 Co 0.22 As 2,{},18.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm 1.27 Ba 1.73 Cu 3 O 7.05,{},50.05,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.65 Er 0.35 Ba 2 Ca 0.7 Cu 4.7 O 11.166,{},71.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cu 0.86 Ge 0.14,{},0.025,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Zr Os P,{},5.3525,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pd 0.074 Ti 0.926,{},4.85,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rh 0.02 Ti 0.98,{},2.465,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 8 Si 40 Ga 6,{},3.3,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Bi S 1.2 Se 0.8 F 0.5 O 0.5,{},3.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr Fe 1.66 Co 0.34 As 2,{},5.56,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm Fe 0.96 Ni 0.04 As O,{},7.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
V 3 Si 0.9 Ge 0.1,{},14.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.7 Sm 0.3 Cu O 4,{},25.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cr 0.05 Nb 0.95,{},6.66,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ru 0.95 Sn 0.05 Sr 2 Gd Cu 2 O 8,{},30.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg 0.75 Fe 0.25 B 2,{},32.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Re Ti O 5,{},5.71,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al 3 Yb,{},0.94,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
B Zr,{},3.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba Pb 0.55 Hg 0.2 Bi 0.25 O 3,{},3.83,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pd 3 Sn 2,{},0.64,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 2 Cu O 4.062,{},17.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca 9.26 Ce 0.74 Pt 3 Fe 10 As 18,{},22.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sc 4 Dy Ir 4 Si 10,{},5.95,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Li 0.5 Hf N Cl,{},26.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 1.8 Pb 0.4 Sr 1.85 Ca 2.05 Cu 3 O 10.26,{},107.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Gd Ba Sr Cu 3 O 6.93,{},83.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.35 Ti 0.6 Zr 0.05,{},8.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Li 2 B Pd 2.4 Pt 0.6,{},4.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 1.9 Nb 0.1 B C,{},6.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.85 Sr 0.15 Cu 0.982 Co 0.018 O 4,{},8.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.76 Fe 1.61 Se 0.96 S 1.04,{},18.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg 0.65 Al 0.175 Li 0.175 B 2,{},30.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr Pt As,{},2.425,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr 2 Ho Cu 3 O,{},62.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 0.9 Zr 0.1 C,{},11.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
V 3 Si 0.52 Ga 0.48,{},7.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ru 0.5 W 0.5,{},5.41,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.005 Zr 0.995,{},1.86,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Hf 0.95 Ta 0.05 V 2,{},9.49,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
K 0.28 Mo S 2,{},6.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.95 Nd 0.05 Pt Si,{},2.76,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce 0.7 Pr 0.3 Ru 2,{},5.11,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Be 0.89 Cu 0.11,{},1.11,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ge 0.72 Nb 3.28,{},5.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb 0.9 Cu 0.18 Mo 6 S 8,{},13.65,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba Pb 0.65 Hg 0.1 Bi 0.25 O 3,{},10.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi Co,{},0.455,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Li Cu 2 P 2,{},1.85,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
In 6 Sn 94,{},3.644,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Fe As H 0.6 O 0.6,{},35.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Yb Ga 1.1 Si 0.9,{},2.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.87 Ce 0.13 Cu O 4,{},21.83333333,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.13 W P 3,{},1.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 0.677 K 0.323 Fe 2 As 2,{},37.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ce Co 0.8 Ni 0.2 In 5,{},0.88,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb 2 Sr 2 Y 0.53 Ca 0.47 Cu 3 O 8,{},76.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Eu Fe 1.78 Ir 0.22 As 2,{},21.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.65 Nd 0.2 Ca 0.122 Ba 0.028 Cu O 4,{},27.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Yb Pd 2 Ge 2,{},1.17,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.1 Hf 0.9 N,{},5.47,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pr Fe As F 0.082 O 0.918,{},14.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
H 0.04 Ta 0.96,{},3.62,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cd 0.002 Zn 0.998,{},0.78,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Au Ge,{},1.35,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm Fe As 0.8 P 0.2 F 0.12 O 0.88,{},15.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 75 Ga 5 Al 20,{},18.25,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
In 0.15 Nb 3 Sb 0.15 Sn 0.7,{},16.09,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 2 Ca 2 Ba 2 Cu 3 O 13.712,{},76.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Re 2 Th,{},5.025,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.8 Ca 0.2 Ba 2 Cu 2.8 Ni 0.2 O 6.77,{},64.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Ni As F 0.12 O 0.88,{},3.59,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 3 Rh,{},3.175,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 78.5 Sn 2.2 Al 12.8 Ge 6.5,{},17.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Eu 0.5 K 0.5 Fe 1.94 Ni 0.06 As 2,{},23.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sr Si 1.8 Ni 0.2,{},2.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rh 0.33 Zr 0.66,{},11.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.9 Ca 0.1 Fe P O,{},5.67,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 80 Ga 15 Co 5,{},9.17,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rb 0.1 W O 2.9 F 0.1,{},3.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ta 0.36 Ti 0.64,{},7.53,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ir 0.287 O 0.14 Ti 0.573,{},5.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Na 0.24 Co H 2.6 O 3.3,{},3.51,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mn 0.025 Ti 0.975,{},2.33,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Th Ir 0.1 Os 1.9,{},2.25,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.88 Zn 0.12 O 6.92,{},53.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tl 0.8 La Sr Cu 1.2 O 5,{},37.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb Mo 6 S 8,{},12.45,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ca Fe 1.854 Co 0.146 As 2,{},16.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cr 0.2 V 0.8,{},1.186666667,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.06 Th 0.94 Pb 3,{},5.58,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
In 0.63 V 6 S 8,{},0.95,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba 2 Bi 2.25 Sb 0.75,{},4.06,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 1.9 K 0.1 Cu 3 O 6.9,{},91.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 2.95 Al 0.05 O 6.93,{},91.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Ni 0.84 Bi 2.04,{},4.41,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 3 S O 6,{},89.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu 0.8 Gd 0.2 Ru B 2,{},4.84,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
As Sn,{},3.755,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.858 Ba 0.142 Cu O 4,{},29.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Tl 2 Ba 2 Cu O 6.056,{},40.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Lu Ni 1.89 Co 0.22 B 2 C,{},7.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.5 Nd 0.5 Ca Ba 2 Cu 4.5 Mo 0.5 O 11.119,{},50.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ir 2 Si 2,{},1.949166667,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba Pt 3.25 Au 0.75 Ge 12,{},6.25,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Al 3 Nb 3,{},18.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.8 Sr 0.2 Cu 0.968 Zn 0.032 O 4,{},5.5,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Sm 1.15 Gd 0.7 Ce 0.15 Cu O 3.97,{},16.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.9 Nd 0.1 Pt 2.1 B 2.4 C 1.2,{},9.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mo 0.7 Pt 0.075 Re 0.225,{},7.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.84 Mo 6 Se 8,{},9.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Au Be,{},1.775,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
In Mg 2,{},3.2,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
V 2.97 Nb 0.03 Si,{},15.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 2 La 0.6 Ba 3.4 Cu 6 O 14.02,{},60.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La Fe 0.925 Ir 0.075 As O,{},11.85,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.7 Ca 0.3 C 2,{},2.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
N 0.89 Nb,{},12.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 2 Sr 2 Ca Cu 2 O 8.11,{},86.45,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Nb 0.2 Zr 0.8,{},8.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y Ba 2 Cu 3 H 0.92 O 6.91,{},80.8,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 1.842 Nd 0.008 Sr 0.036 Ba 0.114 Cu O 3.98,{},31.7,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pt 0.15 Ta 0.85,{},0.4,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Bi 0.015 In 0.985,{},3.725,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 0.5 Th 0.5 Ni C 2,{},7.9,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Rb 0.8 Fe 1.7 Se 2,{},31.875,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ru 0.86 Rh 0.14 As,{},0.75,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Gd 0.55 Ca 0.35 Hf 0.15 Ba 2 Cu 3 O 7.06,{},76.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
U Co Ge 0.94 Si 0.06,{},0.423,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Mg B 1.96 F 0.04,{},30.0,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Cr 0.8 Re 0.2,{},1.31,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Y 0.8 Ca 0.2 Ba 2 Cu 3 O 7,{},71.6,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
La 2 Rh 3 Sn 5,{},1.85,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Pb 0.6 Cu 0.4 Sr La Cu O 5.19,{},25.1,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
Ba Fe 1.28 Ru 0.72 As 2,{},8.95,0.0,"['Oxides', 'Cuprates']",,,10.1038/s41524-018-0085-8
