Material,Substitutions,Tc (K),Pressure (GPa),Classes,Shape,Substrate,DOI
O P s,{'s': []},98.0,0.0,['Alloys'],,,10.1143/jpsj.75.123702
La 2 Cu O 4+y,{'y': []},42.0,0.0,['Alloys'],,,10.1103/physrevb.67.054501
U Co Ge,{},1.45,0.0,['Alloys'],,,10.7566/jpsj.88.113704
Al l F,{'l': []},4.2,0.0,['Alloys'],,,10.1103/physrevb.65.224516
Sr 2 Ru O 4,{},1.5,0.0,['Oxides'],,,10.1103/physrevb.67.180504
Mg B 2,{},38.0,0.0,"['Alloys', 'Borides']",,,10.1088/0953-2048/25/11/112002
K H 0.65 Cr 3 As 3,{},5.0,0.0,"['Hydrides', 'Pnictides']",,,10.1103/physrevb.100.220503
W Si,{},1.6,0.0,['Alloys'],films,,10.1088/1742-6596/737/1/012032
W Si,{},2.78,0.0,['Alloys'],films,,10.1088/1742-6596/737/1/012032
W Si,{},4.0,0.0,['Alloys'],thin films,,10.1088/1742-6596/737/1/012032
Bi 2 Sr 2 Ca 1-x Y x Cu 2 O 8+δ,"{'δ': [], 'x': []}",50.0,0.0,['Alloys'],,,10.1088/1367-2630/12/10/105008
Pb 0.55 Bi 1.5 Sr 1.6 La 0.4 Cu O 6+δ,{'δ': []},34.0,0.0,['Alloys'],,,10.1088/1367-2630/12/10/105008
Os B 2,{},2.1,0.0,"['Alloys', 'Borides']",,,10.1103/physrevb.82.144532
La Fe As O 1-x F x,{'x': []},26.0,0.0,"['Iron-pnictides', 'Pnictides', 'Oxides', 'Fluorides']",,,10.7566/jpsj.82.123702
Ca 1-x La x Fe As 2,{'x': [0.1]},34.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.7566/jpsj.82.123702
As 2.34,{},45.0,0.0,['Pnictides'],,,10.7566/jpsj.82.123702
Fe Se,{},8.5,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1007/s10948-015-3364-3
P H 3,{},100.0,200.0,"['Hydrides', 'Pnictides']",,,10.1103/physrevb.96.064517
H Cl 0.5 Br 0.5,{},47.0,150.0,"['Hydrides', 'Alloys']",,,10.1103/physrevb.96.064517
H 2 S,{},100.0,200.0,"['Hydrides', 'Chalcogenides']",,,10.1103/physrevb.96.064517
H Cl 0.5 Br 0.5,{},95.0,170.0,"['Hydrides', 'Alloys']",,,10.1103/physrevb.96.064517
H Cl 0.5 Br 0.5,{},95.0,0.0,"['Hydrides', 'Alloys']",,,10.1103/physrevb.96.064517
Si H 3,{},139.0,275.0,"['Hydrides', 'Alloys']",,,10.1103/physrevb.96.064517
H Br,{},73.0,170.0,"['Hydrides', 'Alloys']",,,10.1103/physrevb.96.064517
H,{},242.0,450.0,[],,,10.1103/physrevb.96.064517
H Cl 0.5 Br 0.5,{},95.0,170.0,"['Hydrides', 'Alloys']",,,10.1103/physrevb.96.064517
H 3 S 0.925 P 0.075,{},280.0,250.0,"['Hydrides', 'Chalcogenides', 'Pnictides']",,,10.1103/physrevb.96.064517
Cs Fe 2 As 2,{},2.1,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1103/physrevb.98.024505
Cu x Bi 2 Se 3,{'x': []},3.0,0.0,['Chalcogenides'],,,10.1103/physrevlett.108.107005
Yb Ni 2 B 2 C,{},0.03,0.0,"['Carbides', 'Borides']",,,10.1103/physrevb.66.132504
La Fe As O 1-x F x,{'x': []},26.0,0.0,"['Iron-pnictides', 'Pnictides', 'Oxides', 'Fluorides']",,,10.1103/physrevb.90.024505
Ba 1-x K x Fe 2 As 2,{'x': []},38.0,0.0,"['Iron-pnictides', 'Pnictides']",,,nan
Tl 2 Ba 2 Cu O 6+δ,{'δ': []},25.0,0.0,['Alloys'],,,10.1103/physrevb.96.024501
Ba 0.6 K 0.4 Bi O 3,{},31.0,0.0,['Oxides'],,,10.1016/s0921-4534(99)00042-8
Ni 0.05 Zr Te 3,{},5.2,0.0,['Chalcogenides'],,,10.1063/1.4710291
Ni 0.05 Zr Te 3,{},3.2,0.0,['Chalcogenides'],,,10.1063/1.4710291
Zr Te 3,{},2.0,0.0,['Chalcogenides'],,,10.1063/1.4710291
H 2 S,{},200.0,170.0,"['Hydrides', 'Chalcogenides']",,,10.1002/chin.201621003
H 2 S,{},200.0,170.0,"['Hydrides', 'Chalcogenides']",,,10.1002/chin.201621003
U Pt 3,{},0.5,0.0,['Alloys'],,,10.1103/physrevlett.85.3005
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1063/1.4808207
Hg Ba 2 Ca 2 Cu 3 O 8+x,{'x': []},135.0,0.0,['Alloys'],,,10.1063/1.4808207
Hg Ba 2 Ca 2 Cu 3 O 8+x,{'x': []},135.0,1.0,['Alloys'],,,10.1063/1.4808207
Y Ba 2 Cu 3 O 7-x,{'x': []},77.0,0.0,"['Oxides', 'Cuprates']",,,10.1063/1.4808207
Bi 2 Sr 2 Ca 0.92 Y 0.08 Cu 2 O 8+δ,{'δ': []},96.0,0.0,['Alloys'],crystal,,10.1088/1742-6596/449/1/012003
Bi 2 Sr 2 Ca 0.92 Y 0.08 Cu 2 O 8+δ,{'δ': []},96.0,0.0,['Alloys'],crystals,,10.1088/1742-6596/449/1/012003
Ba Fe 2 As 2,{},25.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1143/jpsj.78.073705
Y Ba 2 Cu 3 O 6.9,{},93.0,0.0,"['Oxides', 'Cuprates']",,,10.1103/physrevb.84.104513
Nb 3,{},13.0,0.0,['Alloys'],,,10.1103/physrevlett.86.4366
(Ba K) Bi O 3,{},9.0,0.0,['Alloys'],,,10.1103/physrevlett.86.4366
Mg B 2,{},5.0,0.0,"['Alloys', 'Borides']",,,10.1103/physrevlett.86.4366
Mg B 2,{},40.0,0.0,"['Alloys', 'Borides']",,,10.1103/physrevlett.86.4366
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1088/0953-8984/26/42/423201
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1088/0953-8984/26/42/423201
Sr Pt As,{},2.4,0.0,['Pnictides'],,,10.1088/0953-8984/26/42/423201
Ca C 6,{},11.6,0.0,['Carbides'],,,10.1088/0953-8984/26/42/423201
Bi 2 Sr 2 Ca Cu 2 O 8,{},76.0,0.0,"['Oxides', 'Cuprates']",,,10.1063/1.1800734
Y Ba 2 Cu 3 O 7-x,{'x': []},60.0,0.0,"['Oxides', 'Cuprates']",,,10.1063/1.1800734
Y Ba 2 Cu 3 O 6.97,{},92.5,0.0,"['Oxides', 'Cuprates']",,,10.1063/1.1800734
Y Ba 2 Cu 3 O 6.92,{},91.0,0.0,"['Oxides', 'Cuprates']",,,10.1063/1.1800734
Bi 2 Sr 2 Ca 2 Cu 2 O 10,{},110.0,0.0,"['Oxides', 'Cuprates']",,,10.1063/1.1800734
La 1.85 Sr 0.15 Cu O 4,{},35.0,0.0,"['Oxides', 'Cuprates']",,,10.1063/1.1800734
Ba x K 1-x Bi O 3,{'x': []},30.0,0.0,['Oxides'],,,10.1063/1.1800734
Bi 2 Sr 2 Ca Cu 2 O 8,{},88.0,0.0,[],,,10.1063/1.1800734
(Nd 1-x Ce x) 2 Cu O 4,{'x': []},24.0,0.0,"['Oxides', 'Cuprates']",,,10.1063/1.1800734
Y Ba 2 Cu 3 O 7,{},90.0,0.0,"['Oxides', 'Cuprates']",,,10.1063/1.1800734
Bi 2 Sr Cu O x,{'x': []},3.0,0.0,"['Oxides', 'Cuprates']",,,10.1063/1.1800734
Y Ba 2 Cu 3 O 6.95,{},90.0,0.0,"['Oxides', 'Cuprates']",,,10.1063/1.4817895
K Cl O 3,{},88.0,0.0,['Oxides'],,,10.1063/1.4817895
Hg Ba 2 Cu O 6,{},71.0,0.0,[],,,nan
Hg Ba 2 Cu O 6,{},70.0,0.0,[],,,nan
Sr Pt As,{},2.4,0.0,['Pnictides'],,,10.7566/jpscp.30.011044
La O x F 1-x Bi S 2,{'x': [0.5]},10.6,0.0,"['Chalcogenides', 'Oxides', 'Fluorides']",,,10.1088/0953-8984/27/13/135501
Y Ba 2 Cu 3 O 7,{},92.0,0.0,[],,,10.1016/j.physc.2008.04.008
Ta 34 Nb 33 Hf 8 Zr 14 Ti 11,{},7.3,0.0,['Alloys'],,,10.1002/pssr.201600056
Ta 34 Nb 33 Hf 8 Zr 14 Ti 11,{},7.3,0.0,['Alloys'],,,10.1002/pssr.201600056
Ca 2-x Na x Cu O 2 Cl 2,{'x': []},26.0,0.0,"['Oxides', 'Cuprates']",,,10.1103/physrevb.63.014505
Mo N,{},9.89,0.0,[],thin films,,10.1103/physrevb.94.064506
Mo N,{},2.78,0.0,['Nitrides'],thin films,,10.1103/physrevb.94.064506
Mo N,{},2.78,0.0,['Nitrides'],films,,10.1103/physrevb.94.064506
Y Ba 2 Cu 3 O y,{'y': []},90.0,0.0,"['Oxides', 'Cuprates']",,,10.1103/physrevb.87.144513
La 1.88 Sr 0.12 Cu O 4,{},27.0,0.0,"['Oxides', 'Cuprates']",,,10.1103/physrevb.87.144513
La Fe As O,{},26.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1039/b818911k
Sm Fe As O 1-x,{'x': []},55.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1039/b818911k
I B S s,{'s': []},55.0,0.0,['Alloys'],,,10.1103/physrevb.89.144512
Co 3 O 4,{},33.0,0.0,['Oxides'],,,10.1103/physrevb.70.144526
Sr 2 Cu O 3,{},4.5,0.0,"['Oxides', 'Cuprates']",,,10.1016/j.physleta.2004.10.064
Sr 0.9 La 0.1 Cu O 2,{},43.0,0.0,"['Oxides', 'Cuprates']",,,10.1142/s0217979203021435
Ce Co In 5,{},2.3,0.0,['Alloys'],,,10.1016/j.physrep.2010.03.001
Tl 2 Ba 2 Cu O 6+δ,{'δ': []},15.0,0.0,['Alloys'],,,10.1016/j.physrep.2010.03.001
Mg 11 B 2,{},38.7,0.0,"['Alloys', 'Borides']",,,10.1209/epl/i2001-00598-7
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1209/epl/i2001-00598-7
Y Ba 2 Cu 3 O 7-y,{'y': []},90.0,0.0,"['Oxides', 'Cuprates']",,,nan
Bi 2 Sr 2 Ca Cu 2 O 8,{},91.0,0.0,[],,,10.1103/physrevb.96.184522
Bi 2 Sr 2 Cu O 6,{},34.0,0.0,[],,,nan
Bi Te I,{},5.2,23.5,['Chalcogenides'],,,10.1002/adma.201605965
Bi Te I,{},4.8,31.7,['Chalcogenides'],,,10.1002/adma.201605965
Bi Te Br,{},4.8,40.0,['Chalcogenides'],,,10.1002/adma.201605965
Bi Te Br,{},5.2,23.5,['Chalcogenides'],,,10.1002/adma.201605965
Bi Te Br,{},4.8,31.7,['Chalcogenides'],,,10.1002/adma.201605965
Fe 1.05 Te 0.85 Se 0.15,{},100.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",single crystal,,10.1143/jpsj.79.074706
Fe 1.05 Te 0.85 Se 0.15,{},14.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",single crystal,,10.1143/jpsj.79.074706
La Fe As O 1-x F x,{'x': []},26.0,0.0,"['Iron-pnictides', 'Pnictides', 'Oxides', 'Fluorides']",,,10.1143/jpsj.79.074706
Cs Ca 2 Fe 4 As 4 F 2,{},30.0,0.0,"['Iron-pnictides', 'Pnictides', 'Fluorides']",,,10.1103/physrevb.99.144501
Bi 2 Sr 2 Ca Cu 2 O 8+δ,{'δ': []},95.0,0.0,['Alloys'],,,nan
C 6 Ca,{},1.9,0.0,['Carbides'],,,10.1016/j.carbon.2014.02.011
Ba Fe 2 As 2,{},38.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1134/s0021364008140166
La O 1-x F x Fe As,{'x': []},26.0,0.0,"['Iron-pnictides', 'Pnictides', 'Oxides', 'Fluorides']",,,10.1134/s0021364008140166
Ti 0.85 Pd 0.15,{},3.7,0.0,['Alloys'],,,10.1007/s10948-020-05480-8
Ba 0.65 Rb 0.35 Fe 2 As 2,{},2.4,2.3,"['Iron-pnictides', 'Pnictides']",,,10.1103/physrevb.93.094513
Fe Se,{},8.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,nan
Fe Se,{},8.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,nan
Fe Se,{},65.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",monolayers,defect-free SrTiO 3,nan
Fe Se,{},45.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,nan
Sb,{},3.7,0.0,['Alloys'],,,10.1063/1.2358190
B,{},2.4,0.0,"['Alloys', 'Borides']",,,10.1063/1.2358190
Sn H 8,{},81.0,220.0,"['Hydrides', 'Alloys']",,,10.1103/physrevb.99.024508
Sn H 14,{},97.0,300.0,"['Hydrides', 'Alloys']",,,10.1103/physrevb.99.024508
Y H 9,{},243.0,201.0,"['Hydrides', 'Alloys']",,,10.1103/physrevb.99.024508
Sn H 12,{},93.0,250.0,"['Hydrides', 'Alloys']",,,10.1103/physrevb.99.024508
Sn H x,{'x': []},70.0,0.0,"['Hydrides', 'Alloys']",,,10.1103/physrevb.99.024508
H 3 S,{},203.0,155.0,"['Hydrides', 'Chalcogenides']",,,10.1103/physrevb.99.024508
Sn H x,{'x': []},70.0,0.0,"['Hydrides', 'Alloys']",,,10.1103/physrevb.99.024508
Th H 10,{},161.0,175.0,"['Hydrides', 'Alloys']",,,10.1103/physrevb.99.024508
Y 0.68 Pr 0.32 Cu O 4,{},55.0,0.0,"['Oxides', 'Cuprates']",,,10.1002/pssb.200562443
Nb,{},9.2,0.0,['Alloys'],,,10.1140/epjb/e2007-00210-8
Ta Nb,{},6.9,0.0,['Alloys'],,,nan
(Ta Nb) 1-x (Hf Zr Ti) x,{'x': []},2.0,0.0,['Alloys'],,,nan
Mg B 2,{},8.0,0.0,"['Alloys', 'Borides']",,,10.1088/1367-2630/ab5034
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1088/1367-2630/ab5034
Mg C Ni 3,{},8.0,0.0,['Carbides'],,,10.1088/1367-2630/ab5034
Y Ba 2 Cu 3 O 7-δ,{'δ': []},85.0,0.0,"['Oxides', 'Cuprates']",,,10.1016/s0921-4526(02)01518-1
Bi 2 Sr 2 Ca Cu 2 O 8,{},8.0,0.0,[],,,nan
Bi 2 Sr 2 Ca 2 Cu 3 O 10,{},110.0,0.0,[],,,nan
Nb Ti,{},10.0,0.0,['Alloys'],,,10.1088/0031-8949/2012/t151/014019
K x Fe 2-y Se 2,"{'x': [], 'y': []}",31.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,nan
Ba 0.6 K 0.4 Fe 2 As 2,{},37.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1103/physrevb.97.060509
Ba 0.6 K 0.4 Fe 2 As 2,{},3.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1103/physrevb.97.060509
Ca K Fe 4 As 4,{},35.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1103/physrevb.97.060509
K Fe 2 As 2,{},3.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1103/physrevb.97.060509
La Ni C 2,{},2.7,0.0,['Carbides'],single crystal,,nan
La 2 Ni 5 C 3,{},1.8,0.0,['Carbides'],,,nan
La 2 Ni 5 C 3,{},0.11,0.0,['Carbides'],,,nan
Sr Ti O 3,{},24.5,0.0,['Oxides'],,,10.1063/1.3509418
La O Fe As,{},26.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1103/physrevlett.100.237003
La O Fe P,{},4.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1103/physrevlett.100.237003
La O Ni P,{},3.0,0.0,"['Oxides', 'Pnictides']",,,10.1103/physrevlett.100.237003
La Fe As O,{},26.0,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1103/physrevlett.100.237003
Nb Ti N,{},13.5,0.0,['Nitrides'],films,,10.1021/acs.nanolett.7b00540
Sr 2 Ru O 4,{},1.5,0.0,['Oxides'],,,10.1143/jpsj.81.124710
Sr 2 Ru O 4,{},1.5,0.0,['Oxides'],,,10.1143/jpsj.81.124710
U Sb 2,{},120.0,0.0,['Alloys'],,,nan
Po,{},4.0,0.0,[],,,10.1103/physrevb.86.054115
C 3,{},90.0,0.0,['Carbides'],,,nan
Y Ba 2 Cu 3 O 7-δ,{'δ': []},90.0,0.0,"['Oxides', 'Cuprates']",,,nan
La 2 Cu O 4+δ,{'δ': []},45.0,25.0,['Alloys'],,,10.1007/s002570050158
La 2 Cu O 4+δ,{'δ': []},45.0,25.0,['Alloys'],,,10.1007/s002570050158
Fe Se,{},40.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,nan
La Fe As O 1-x F x,{'x': []},55.0,0.0,['Alloys'],,,10.1209/0295-5075/84/67014
Ce Fe As O 1-x F x,{'x': []},55.0,0.0,['Alloys'],,,10.1209/0295-5075/84/67014
Pr Fe As O 1-x F x,{'x': []},55.0,0.0,['Alloys'],,,10.1209/0295-5075/84/67014
Nd Fe As O 1-x F x,{'x': []},55.0,0.0,['Alloys'],,,10.1209/0295-5075/84/67014
Sm Fe As O 1-x F x,{'x': []},55.0,0.0,['Alloys'],,,10.1209/0295-5075/84/67014
Sm 0.95 La 0.05 Fe As O 0.85 F 0.15,{},52.0,0.0,"['Iron-pnictides', 'Pnictides', 'Oxides', 'Fluorides']",,,10.1209/0295-5075/84/67014
Sm 0.95 La 0.05 Fe As O 0.85 F 0.15,{},52.0,0.0,"['Iron-pnictides', 'Pnictides', 'Oxides', 'Fluorides']",,,10.1209/0295-5075/84/67014
Fe Se,{},8.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,nan
La 2 Cu O 4.04,{},30.0,0.0,"['Oxides', 'Cuprates']",,,10.1103/physrevb.65.144522
La 1.985 Sr 0.015 Cu O 4+δ,{'δ': [0.05]},15.0,0.0,['Alloys'],,,10.1103/physrevb.65.144522
La 1.985 Sr 0.015 Cu O 4+δ,{'δ': [0.05]},15.0,0.0,['Alloys'],,,10.1103/physrevb.65.144522
La 2 Cu O 4+δ,{'δ': [0.05]},30.0,0.0,['Alloys'],,,10.1103/physrevb.65.144522
La 2 Cu O 4+δ,{'δ': [0.05]},30.0,0.0,['Alloys'],,,10.1103/physrevb.65.144522
La 2-x (Sr Ba) x Cu O 4,{'x': []},30.0,0.0,['Alloys'],,,10.1103/physrevb.65.144522
La 2-x (Sr Ba) x Cu O 4,{'x': []},3.0,0.0,['Alloys'],,,10.1103/physrevb.65.144522
La 2 Cu O 4+δ,{'δ': [0.05]},15.0,0.0,['Alloys'],,,10.1103/physrevb.65.144522
Ti Se 2,{},4.0,0.0,['Chalcogenides'],,,10.1103/physrevb.99.121108
Pd Te,{},4.5,0.0,['Chalcogenides'],polycrystalline,,10.1088/0953-2048/28/5/055008
Pd Te,{},4.5,0.0,['Chalcogenides'],single crystalline,,10.1088/0953-2048/28/5/055008
Pd Te,{},4.5,0.0,['Chalcogenides'],,,10.1088/0953-2048/28/5/055008
Pd Te,{},4.5,0.0,['Chalcogenides'],,,10.1088/0953-2048/28/5/055008
Pd Te,{},4.5,0.0,['Chalcogenides'],,,10.1088/0953-2048/28/5/055008
Pd Te,{},2.0,0.0,['Chalcogenides'],,,10.1088/0953-2048/28/5/055008
Pd Te,{},4.5,0.0,['Chalcogenides'],,,10.1088/0953-2048/28/5/055008
Pd Te,{},2.3,0.0,['Chalcogenides'],,,10.1088/0953-2048/28/5/055008
Ca C 6,{},11.5,0.0,['Carbides'],,,10.1088/0953-2048/27/11/115014
Cd 3 As 2,{},6.0,0.0,['Pnictides'],,,10.1038/nmat4455
Cd 3 As 2,{},6.0,0.0,['Pnictides'],,,10.1038/nmat4455
(La 1.48 Nd 0.4 Sr 0.12) Cu O 4,{},10.0,0.0,"['Oxides', 'Cuprates']",single crystals,,10.1103/physrevb.64.224501
Fe Se,{},10.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1016/j.ssc.2012.03.022
Pd x Bi 2 Te 3,{'x': []},5.5,0.0,['Chalcogenides'],,,10.1007/s10948-016-3499-x
Pd Te,{},4.5,0.0,['Chalcogenides'],,,10.1007/s10948-016-3499-x
Sn 0.4 Sb 0.6,{},2.0,0.0,[],crystal,,nan
Sn 0.4 Sb 0.6,{},4.0,0.0,[],crystal,,nan
Sn 0.4 Sb 0.6,{},4.0,0.0,['Alloys'],,,nan
Pb,{},11.3,0.0,[],,,10.1016/j.physc.2016.01.004
Ba Fe 1.84 Co 0.16 As 2,{},22.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1016/j.physc.2009.03.025
Ba Fe 2 As 2,{},22.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1016/j.physc.2009.03.025
Ba Ni 2 As 2,{},0.69,0.0,['Pnictides'],,,10.1016/j.physc.2009.03.025
Ba Co 2 As 2,{},0.69,0.0,['Pnictides'],,,10.1016/j.physc.2009.03.025
Ba Ni 2 As 2,{},0.69,0.0,['Pnictides'],,,10.1016/j.physc.2009.03.025
La Fe 0.92 Co 0.08 As O,{},2.3,0.0,"['Iron-pnictides', 'Oxides', 'Pnictides']",,,10.1016/j.physc.2009.03.025
Ba Fe 2 As 2,{},0.69,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1016/j.physc.2009.03.025
Sm Fe As O 0.9 F 0.1,{},55.0,0.0,"['Iron-pnictides', 'Pnictides', 'Oxides', 'Fluorides']",,,10.1016/j.physc.2009.03.025
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,10.1016/j.physc.2003.10.039
Nb N,{},14.8,0.0,['Nitrides'],film,,10.1007/s10948-013-2132-5
Nb N,{},16.0,0.0,['Nitrides'],,,10.1007/s10948-013-2132-5
Nb Gd N,{},14.8,0.0,['Nitrides'],films,,10.1007/s10948-013-2132-5
Nb Gd N,{},14.8,0.0,['Nitrides'],film,,10.1007/s10948-013-2132-5
Nb N,{},14.8,0.0,['Nitrides'],film,,10.1007/s10948-013-2132-5
Nb N,{},11.2,0.0,['Nitrides'],film,,10.1007/s10948-013-2132-5
Nb N,{},11.0,0.0,['Nitrides'],,,10.1007/s10948-013-2132-5
Bi 2 Sr 2 Ca Cu 2 O 8,{},84.0,0.0,[],,,10.1088/0953-8984/10/6/001
Ce Rh Si 3,{},1.0,0.0,['Alloys'],,,10.1103/physrevlett.101.267006
Tl 2 Ba 2 Cu O 6,{},93.0,0.0,[],,,10.1103/physrevlett.107.147001
H 5 S 2,{},36.0,112.0,"['Hydrides', 'Chalcogenides']",,,10.1038/s41598-018-30391-z
H 5 S 2,{},36.0,0.0,"['Hydrides', 'Chalcogenides']",,,10.1038/s41598-018-30391-z
H 2 S,{},82.0,0.0,"['Hydrides', 'Chalcogenides']",,,10.1038/s41598-018-30391-z
H 2 S,{},82.0,0.0,"['Hydrides', 'Chalcogenides']",,,10.1038/s41598-018-30391-z
H 2 S,{},2.2,160.0,"['Hydrides', 'Chalcogenides']",,,10.1038/s41598-018-30391-z
Bi 2 Sr 2 Cu O 6,{},1.6,0.0,[],,,10.1103/physrevlett.101.227002
C 60,{},40.0,0.0,['Carbides'],,,10.1103/physrevb.69.224505
Ba Fe 2-x Co x As 2,{'x': []},40.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1088/0953-2048/26/1/015008
Ce Co In 5,{},2.3,0.0,['Alloys'],,,10.1103/physrevb.86.134516
Ru Sr 2 Gd Cu 2 O 8,{},46.0,0.0,"['Oxides', 'Cuprates']",,,10.1103/physrevb.62.14541
Ba (Fe 1-x Co x) 2 As 2,{'x': [0.08]},26.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1088/1361-648x/aacd85
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,nan
Mg Be C,{},38.5,0.0,['Carbides'],,,nan
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,nan
Mg B 2,{},39.0,0.0,"['Alloys', 'Borides']",,,nan
Mg B 2,{},38.5,0.0,"['Alloys', 'Borides']",,,nan
Li Mg N,{},38.5,0.0,['Nitrides'],,,nan
Ba 0.67 K 0.33 Fe 2 As 2,{},38.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1103/physrevb.96.020404
Cs 2 Cr 3 As 3,{},2.2,0.0,['Pnictides'],,,nan
K 2 Cr 3 As 3,{},5.8,0.0,['Pnictides'],,,nan
K 2 Cr 3 As 3,{},5.8,0.0,['Pnictides'],,,nan
Rb 2 Cr 3 As 3,{},4.8,0.0,['Pnictides'],,,nan
K 2 Cr 3 As 3,{},6.0,0.0,['Pnictides'],,,nan
K 2 Cr 3 As 3,{},5.8,0.0,['Pnictides'],,,nan
K 2 Cr 3 As 3,{},6.1,0.0,['Pnictides'],,,nan
La Cu Bi O,{},6.0,0.0,"['Oxides', 'Cuprates']",,,10.1007/s10948-012-1776-x
La Ni Bi O,{},4.2,0.0,['Oxides'],,,10.1007/s10948-012-1776-x
Bi O Cu S,{},5.8,0.0,"['Chalcogenides', 'Oxides', 'Cuprates']",,,10.1007/s10948-012-1776-x
Fe 1.1 Se 0.33 Te 0.67,{},14.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1016/j.matdes.2016.05.099
Fe 1.1 Se 0.33 Te 0.67,{},14.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1016/j.matdes.2016.05.099
Fe 1.1 Se 0.33 Te 0.67,{},14.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1016/j.matdes.2016.05.099
Fe Se,{},8.0,8.9,"['Iron-chalcogenides', 'Chalcogenides']",Bulk,,10.1016/j.matdes.2016.05.099
Fe Se,{},15.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1016/j.matdes.2016.05.099
Nd O 0.9 F 0.1 Fe As,{},53.0,0.0,"['Iron-pnictides', 'Pnictides', 'Oxides', 'Fluorides']",single crystal,,10.1088/1361-648x/aa564b
Fe S Cs,{},1.4,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1088/1361-648x/aa564b
Fe S Cs,{},1.4,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1088/1361-648x/aa564b
La (O 1-x F x) Fe As,{'x': [0.05]},26.0,0.0,['Alloys'],,,10.1088/1361-648x/aa564b
Ba Fe 1.85 Co 0.15 As 2,{},25.0,0.0,"['Iron-pnictides', 'Pnictides']",,,10.1088/1361-648x/aa564b
Fe Se,{},37.0,0.0,"['Iron-chalcogenides', 'Chalcogenides']",,,10.1088/1361-648x/aa564b
Li Fe As,{},18.0,0.0,"['Iron-pnictides', 'Pnictides']",single crystal,,10.1088/1361-648x/aa564b
(Li 1-x Fe x O H) Fe Se,{'x': []},40.0,0.0,"['Hydrides', 'Iron-chalcogenides', 'Chalcogenides', 'Oxides']",,,10.1088/1361-648x/aa564b
Bi 2 Rh 3 S 2,{},0.5,0.0,['Chalcogenides'],,,10.1103/physrevb.91.174513
Bi 2 Rh 3 S 2,{},0.5,0.0,['Chalcogenides'],,,10.1103/physrevb.91.174513
Bi 2 Rh 3 S 2,{},0.5,0.0,['Chalcogenides'],,,10.1103/physrevb.91.174513
Rh,{},2.0,0.0,[],,,10.1103/physrevb.91.174513
Bi 2 Rh 3 S 2,{},2.0,0.0,['Chalcogenides'],,,10.1103/physrevb.91.174513
Bi 2 Rh 3.5 S 2,{},2.0,0.0,['Chalcogenides'],,,10.1103/physrevb.91.174513
Na Fe 0.935 Co 0.045,{},18.0,0.0,['Alloys'],,,10.1103/physrevb.90.140502
Ba 1-x K x F e2 As 2,"{'x': [], 'e': []}",32.7,0.0,['Alloys'],single crystal,,10.1103/physrevb.82.054513
